ticker,date,avg_sentiment_vader,tweet_count,weighted_score_vader
AMZN,2020-05-02,-0.030149996280670166,2,-0.06029999256134033
NFLX,2020-05-21,-0.3181999921798706,1,-0.3181999921798706
BA,2020-07-08,0.056575000286102295,4,0.22630000114440918
CCL,2020-07-08,-0.27320000529289246,1,-0.27320000529289246
TSLA,2020-07-22,0.14789772905748,44,6.5075000785291195
DIS,2020-08-05,0.2838333249092102,3,0.8514999747276306
TSLA,2020-08-10,0.0,1,0.0
AMZN,2020-09-10,0.0,1,0.0
TSLA,2020-10-20,-0.0407777801156044,9,-0.3670000210404396
FB,2020-12-22,-0.2263249889947474,4,-0.9052999559789896
HD,2020-12-31,0.6248999834060669,1,0.6248999834060669
XOM,2020-06-11,0.40049999952316284,1,0.40049999952316284
MSFT,2020-08-29,-0.8744000196456909,1,-0.8744000196456909
AMZN,2020-03-05,0.08205000311136246,4,0.32820001244544983
FB,2020-07-16,0.0,1,0.0
AAPL,2020-08-22,0.16459999481836954,3,0.49379998445510864
AMZN,2020-09-11,-0.35066667199134827,3,-1.0520000159740448
CCL,2020-10-30,0.3213749937713146,4,1.2854999750852585
TSLA,2020-11-03,0.44040000438690186,1,0.44040000438690186
BA,2020-11-19,0.28029999881982803,8,2.2423999905586243
PFE,2020-12-14,-0.06472000181674957,5,-0.32360000908374786
ABNB,2020-12-28,-0.6288999915122986,1,-0.6288999915122986
ABNB,2020-12-31,-0.13660000264644623,2,-0.27320000529289246
AMZN,2020-12-18,0.20624998211860657,2,0.41249996423721313
AMZN,2020-01-03,0.0,1,0.0
GOOG,2020-03-13,-0.4018999934196472,1,-0.4018999934196472
AAPL,2020-03-31,0.09833333889643352,3,0.29500001668930054
KO,2020-04-09,0.0,1,0.0
FB,2020-04-30,0.2672000030676524,3,0.8016000092029572
BKNG,2020-05-08,0.0,1,0.0
CCL,2020-05-15,0.0,1,0.0
BA,2020-06-24,0.2802777787049611,9,2.5225000083446503
TSLA,2020-09-15,0.1704482776594573,58,9.886000104248524
NVDA,2020-10-15,0.7002999782562256,1,0.7002999782562256
ABNB,2020-12-14,-0.15947499871253967,8,-1.2757999897003174
BAC,2020-02-27,-0.6596999764442444,1,-0.6596999764442444
XOM,2020-01-31,0.0,1,0.0
TSLA,2020-02-26,-0.05006666745369633,24,-1.201600018888712
MSFT,2020-03-31,0.1953000028928121,3,0.5859000086784363
CCL,2020-05-06,0.7002999782562256,1,0.7002999782562256
PYPL,2020-05-07,0.2925999956205487,4,1.170399982482195
AMZN,2020-09-04,0.7002999782562256,1,0.7002999782562256
XOM,2020-09-23,0.0,1,0.0
BA,2020-09-25,-0.1592250019311905,4,-0.636900007724762
MCD,2020-11-11,0.25529998540878296,2,0.5105999708175659
AMT,2020-12-02,0.0,1,0.0
DIS,2020-02-04,0.25994999872313607,18,4.679099977016449
AAPL,2020-03-07,-0.29600000381469727,1,-0.29600000381469727
TSLA,2020-03-20,0.08237097099904091,31,2.5535001009702682
BA,2020-04-30,-0.26294999569654465,4,-1.0517999827861786
V,2020-12-04,0.3612000048160553,1,0.3612000048160553
TSLA,2020-12-29,0.18224999606609343,10,1.8224999606609344
NKE,2020-08-05,0.6814000010490417,1,0.6814000010490417
HD,2020-12-02,0.4018999934196472,1,0.4018999934196472
BABA,2020-11-25,-0.024700005849202473,3,-0.07410001754760742
BABA,2020-12-17,0.0,2,0.0
BABA,2020-01-28,0.43172499537467957,4,1.7268999814987183
BABA,2020-05-29,-0.11574999988079071,2,-0.23149999976158142
AMZN,2020-06-12,-0.29789999127388,1,-0.29789999127388
BRK.B,2020-08-07,0.14800000190734863,2,0.29600000381469727
NFLX,2020-09-11,0.19089999794960022,2,0.38179999589920044
FB,2020-09-17,-0.014250010251998901,2,-0.028500020503997803
CCL,2020-09-18,0.5593999922275543,2,1.1187999844551086
AAPL,2020-10-21,0.09866666793823242,3,0.29600000381469727
MA,2020-10-28,0.0,1,0.0
ABNB,2020-12-12,0.3641499951481819,4,1.4565999805927277
NFLX,2020-04-02,0.0,1,0.0
AMZN,2020-01-21,0.0,2,0.0
BRK.B,2020-02-26,-0.5232999920845032,1,-0.5232999920845032
FB,2020-03-27,-0.009800001978874207,2,-0.019600003957748413
BA,2020-06-04,0.13336250185966492,8,1.0669000148773193
FB,2020-06-18,0.0,1,0.0
BA,2020-07-27,0.0,1,0.0
BA,2020-07-31,-0.18579999605814615,3,-0.5573999881744385
BA,2020-09-15,-0.04783333341280619,3,-0.14350000023841858
AAPL,2020-10-02,0.1617666631937027,12,1.9411999583244324
BA,2020-10-09,0.0,4,0.0
BA,2020-11-13,0.18432499933987856,4,0.7372999973595142
JNJ,2020-12-03,0.0,2,0.0
V,2020-12-29,0.15309999883174896,1,0.15309999883174896
TSLA,2020-04-18,0.45879998803138733,1,0.45879998803138733
MSFT,2020-09-19,-0.3181999921798706,1,-0.3181999921798706
JNJ,2020-10-14,0.0,1,0.0
V,2020-01-09,0.6808000206947327,1,0.6808000206947327
GOOGL,2020-03-03,-0.7505999803543091,1,-0.7505999803543091
DIS,2020-03-10,0.17841666440169016,6,1.070499986410141
TSLA,2020-04-09,-0.21028000116348267,5,-1.0514000058174133
TSLA,2020-04-16,0.12990769285422105,13,1.6888000071048737
DIS,2020-04-16,-0.7782999873161316,1,-0.7782999873161316
JNJ,2020-05-12,0.0,1,0.0
JNJ,2020-05-28,0.6808000206947327,1,0.6808000206947327
BA,2020-08-04,0.5164333383242289,3,1.5493000149726868
AAPL,2020-09-08,0.04370476305484772,21,0.9178000241518021
